,neuron_name,Class 1,Merge Class,is_pdiff,is_usplit,is_LNpre,is_brain,Hemisphere,Pair,Pair ID,lineage,dendrite_input,axon_input,Class 2,idx
3620633,MB2IN-206 (Pre-goro3 right) [*DPMl_ant_dor_r akira] #3620633,O_dVNC,O_dVNC,False,False,False,True,R,3946166,65,DPMl_ant_dor,397,78,,196
3639968, (AN-L-Sens-B3-ACal-02 (temp sensing left neuron together 2)) [] #3639968,sens,sens-thermo;AN,False,False,False,False,L,18630153,1114,unk,0,0,thermo;AN,197
3650006, (PN of GPhN to LH (left)) [*BAla34_l akira] #3650006,unk,unk,False,False,False,True,L,15829660,41,BAla34,63,24,,198
3650600, (AN-R-Sens-B3-ACal-01 (temp sensing right neuron alone)) [] #3650600,sens,sens-thermo;AN,False,False,False,False,R,3608397,1113,unk,0,4,thermo;AN,199
3652587, (AN-L-Sens-B3-ACp-08) [] #3652587,sens,sens-AN,False,False,False,False,L,-1,-1,unk,0,22,AN,200
3664102,KC (Thermo KC B_right - mbi2 - unknown) [Lineage MBNB C right] #3664102,KC,KC-4claw,False,False,False,True,R,7187384,208,MBNB C right,74,226,4claw,201
3690921,Thermo PN 4 (Lower Looping PN Right - AVM004 (BAla1/2)) [*BAla12_r akira] #3690921,tPN,tPN,False,False,False,True,R,4154421,73,BAla12,109,46,,202
3694515, (47a & 33b ORN left) [] #3694515,sens,sens-ORN,False,False,False,False,L,3896629,1091,unk,0,35,ORN,203
3707204, (Magic wand right (AF11)) [*DPLl_r akira] #3707204,unk,unk,False,False,False,True,R,13966828,612,DPLl,99,53,,204
3708875, (33a ORN left) [] #3708875,sens,sens-ORN,False,False,False,False,L,3872653,1085,unk,0,16,ORN,205
3716797, (45a ORN left) [] #3716797,sens,sens-ORN,False,False,False,False,L,3963891,1089,unk,0,34,ORN,206
3726990, (DPLm1 contralateral 2 right; potential RG neuron) [*DPLm1_r akira] #3726990,unk,unk,False,False,False,True,R,9237370,325,DPLm1,37,15,,207
3729496, (Input from both Munin 3,O_dSEZ,O_dSEZ,False,False,False,True,L,3762317,42,BAmd2_v,141,29,,208
3729504,MB2IN-207 (Munin Output right - unfinished) [*DAMv12_lat_r akira] #3729504,unk,unk,False,False,False,True,R,3945394,62,DAMv12at,71,6,,209
3732322, (SEZ-IN-32-right) [*BAmas12_dor_r akira] #3732322,unk,unk,False,False,False,True,R,19470184,1060,BAmas12_dor,89,40,,210
3756659,MB2IN-183,tPN,tPN,False,False,False,True,R,4260935,75,BAlc post,93,26,,211
3762317, (Input from both Munin 3,O_dSEZ,O_dSEZ,False,False,False,True,R,3729496,42,BAmd2_v,143,46,,212
3762787, (CRZ 2 right) [*ncc_d_r akira] #3762787,unk,unk,False,False,False,True,R,3926438,49,ncc_d,58,2,,213
3764792,_telegoro-1 (telegoro-1R) [*BLVp1_r akira] #3764792,O_dVNC,O_dVNC,False,False,False,True,R,5754346,159,BLVp1,182,15,,214
3765728, (UNK bridge right; AF6: Munin Output right) [*DPLc_post_lat_r akira] #3765728,unk,unk,False,False,False,True,R,15825892,730,DPLc_postat,119,37,,215
3765735, (BLAl horseshoe neuron right) [*BLAl_r akira] #3765735,unk,unk,False,False,False,True,R,11348509,495,BLAl,227,31,,216
3768025, (30a ORN left) [] #3768025,sens,sens-ORN,False,False,False,False,L,2584838,1084,unk,0,14,ORN,217
3771794, (49a ORN left) [] #3771794,sens,sens-ORN,False,False,False,False,L,7658146,1092,unk,0,24,ORN,218
3774568, (82a ORN left) [] #3774568,sens,sens-ORN,False,False,False,False,L,3980315,1097,unk,0,38,ORN,219
3790004, (67b ORN right) [] #3790004,sens,sens-ORN,False,False,False,False,R,6791927,1095,unk,0,49,ORN,220
3793681, (DAMv12_med Munin Output right) [*DAMv12_med_r akira] #3793681,unk,unk,False,False,False,True,R,3945225,59,DAMv12_med,50,12,,221
3793760, (Output of Munin 3 right - PAIR #1; CP4 9) [*CPd_r akira] #3793760,unk,unk,False,False,False,True,R,3931398,55,CPd,244,53,,222
3794023, (Output of Hugin right) [*BLDc_r akira] #3794023,unk,unk,False,False,False,True,R,4379508,81,BLDc,94,11,,223
3795424, (v'td_a5l (Abdominal Sensory)) [] #3795424,sens,sens-vtd,False,False,False,False,L,11291344,1107,unk,0,24,vtd,224
3795498, (AN-R-Sens-B2-ACp-12) [] #3795498,sens,sens-AN,False,False,False,False,R,-1,-1,unk,0,12,AN,225
3797420, (Input to both Munin PC 3 left- paired with #5558724) [] #3797420,O_dSEZ,unk,False,False,False,False,L,5558724,1122,unk,123,49,,226
3806573, (picky 2 right) [*BAla12_r akira] #3806573,pLN,pLN,False,False,False,True,R,8877971,302,BAla12,272,65,,227
3806652,mPN (spruce right) [*BAla12_r akira] #3806652,O_dSEZ,O_dSEZ,False,False,False,True,R,14437742,634,BAla12,226,63,,228
3813723, (45b ORN right) [] #3813723,sens,sens-ORN,False,False,False,False,R,5090549,1090,unk,0,46,ORN,229
3814175,FFN-3,FFN,FFN,False,False,False,True,R,16442113,778,BLAd-vl,123,40,,230
3814635, (MN_AN iACT PN right) [*BAlp_ant_r akira] #3814635,unk,unk,False,False,False,True,R,18740553,1045,BAlp_ant,146,13,,231
3814651, (Y neuron left) [*DPLam_l akira] #3814651,unk,unk,False,False,False,True,L,15732471,43,DPLam,69,48,,232
3814701, (densecoreneuron_left) [*CPf_l akira] #3814701,O_dSEZ,unk,False,False,False,True,L,9761454,44,CPf,125,50,,233
3814853,LH-24 (T3: PVLr_right) [*BLAvm post_r akira] #3814853,unk,unk,False,False,False,True,R,2439067,12,BLAvm post,291,57,,234
3819157,KC (KC no pair) [Lineage MBNB B left] #3819157,KC,KC-4claw,False,False,False,True,L,-1,-1,MBNB B left,65,98,4claw,235
3819171,KC (KC no pair) [Lineage MBNB A left] #3819171,KC,KC-4claw,False,False,False,True,L,-1,-1,MBNB A left,45,72,4claw,236
3819859, (BLP34 looper 2 left; right_cpld) [*BLP34_l akira] #3819859,unk,unk,False,False,False,True,L,4127944,45,BLP34,27,12,,237
3820148,MB2IN-138 (cpld-- downtoDN1 left) [*DPLc_ant_lat_l akira] #3820148,unk,unk,False,False,False,True,L,2920554,46,DPLc_antat,69,28,,238
3822523, (AN-R-Sens-B3-ACp-08) [] #3822523,sens,sens-AN,False,False,False,False,R,-1,-1,unk,0,41,AN,239
3827211, (42a ORN right) [] #3827211,sens,sens-ORN,False,False,False,False,R,3464773,1087,unk,0,73,ORN,240
3840345, (35a ORN right) [] #3840345,sens,sens-ORN,False,False,False,False,R,3465659,1086,unk,0,39,ORN,241
3844799, (L right (PN to LH)) [*BAlp4_r akira] #3844799,unk,unk,False,False,False,True,R,12617396,572,BAlp4,179,27,,242
3844961, (l1 right; (old) I of GPhN right (ipsilateral PN to bilateral LH)) [*BAlc post_r akira] #3844961,unk,unk,False,False,False,True,R,11934107,523,BAlc post,114,17,,243
3848843, (BLVp1 bilateral descending right; DP1 of GPhN right (ipsilateral PN to bilateral LH); BLVp1 4) [*BLVp1_r akira] #3848843,O_dSEZ,O_dSEZ,False,False,False,True,R,19101351,1052,BLVp1,84,4,,244
3862443, (telephone-1R) [*CPf_r akira] #3862443,unk,unk,False,False,False,True,R,5691934,150,CPf,294,72,,245
3865952, (24a ORN right) [] #3865952,sens,sens-ORN,False,False,False,False,R,3592997,1083,unk,0,72,ORN,246
3869488,PN (Suckerfish PN right) [*BAmv3_r akira] #3869488,tPN,tPN,False,False,False,True,R,8293958,269,BAmv3,138,41,,247
3872653, (33a ORN right) [] #3872653,sens,sens-ORN,False,False,False,False,R,3708875,1085,unk,0,10,ORN,248
3882998, (CP contra to SEZ left; MB1: incomplete neuron with soma) [*CPe_l akira] #3882998,unk,unk,False,False,False,True,L,11261332,1140,CPe,21,7,,249
3885215, (74a ORN right) [] #3885215,sens,sens-ORN,False,False,False,False,R,7542938,1096,unk,0,67,ORN,250
3886356,DAN-d1 (MBE4h left) [*CPb_l akira] #3886356,MBIN,MBIN-DAN,False,False,False,True,L,5966099,47,CPb,307,265,DAN,251
3890028,MBIN-e2 (MBE24a right) [*CPc_r akira] #3890028,MBIN,MBIN,False,False,False,True,R,12475432,560,CPc,376,231,,252
3893195, (85c ORN right) [] #3893195,sens,sens-ORN,False,False,False,False,R,3410506,1099,unk,0,54,ORN,253
3896629, (47a & 33b ORN right) [] #3896629,sens,sens-ORN,False,False,False,False,R,3694515,1091,unk,0,32,ORN,254
3913613, (Horseshoe Bilateral right) [*DPMpl12_r akira] #3913613,unk,unk,False,False,False,True,R,11782821,516,DPMpl12,118,41,,255
3913620,CN-7,unk,unk,False,False,False,True,R,9409359,336,DALcm12-v,343,54,,256
3913629,CN-29,unk,unk,False,False,False,True,R,12498338,564,BLAv12at,233,42,,257
3915835, (v'td-2_a3l) [] #3915835,sens,sens-vtd,False,False,False,False,L,-1,-1,unk,0,10,vtd,258
3925724, (ITP candidate 1 left) [*ncc_d_l akira] #3925724,O_ITP,O_ITP,False,False,False,True,L,5956787,48,ncc_d,25,2,,259
3926904, (ITP candidate 2 left) [*ncc_d_l akira] #3926904,O_ITP,O_ITP,False,False,False,True,L,5955853,51,ncc_d,15,9,,260
3928522, (PTTH 2 left) [*BLDc_l akira] #3928522,unk,unk,False,False,False,True,L,16434842,52,BLDc,123,4,,261
3928574, (CA-LP-2_left2) [*ncc_d_l akira] #3928574,O_CA-LP,O_CA-LP,False,False,False,True,L,5890323,53,ncc_d,82,0,,262
3928652, (CA-LP-1_left) [*ncc_d_l akira] #3928652,O_CA-LP,O_CA-LP,False,False,False,True,L,12704360,54,ncc_d,82,0,,263
3930411, (Ruler Like Neuron right) [*BLVa12_r akira] #3930411,unk,unk,False,False,False,True,R,11193510,483,BLVa12,64,16,,264
3931398, (Output of Munin 3 left - PAIR #1) [*CPd_l akira] #3931398,unk,unk,False,False,False,True,L,3793760,55,CPd,307,37,,265
3932136, (AF7: C Shaped right) [*DPLl_r akira] #3932136,unk,unk,False,False,False,True,R,14818307,660,DPLl,132,41,,266
3944330, (Output of PC Hugin left) [*BAmd1_l akira] #3944330,O_dSEZ,O_dSEZ,False,False,False,True,L,15732050,56,BAmd1,55,8,,267
3944626, (DPMpm1 bushy descending left) [*DPMpm1_l akira] #3944626,unk,unk,False,False,False,True,L,16195633,57,DPMpm1,326,22,,268
3945136, (DAMv12 Mandible 2 left) [*DAMv12_med_l akira] #3945136,unk,unk,False,False,False,True,L,13948718,58,DAMv12_med,84,24,,269
3945225, (DAMv12_med Munin Output left) [*DAMv12_med_l akira] #3945225,unk,unk,False,False,False,True,L,3793681,59,DAMv12_med,99,5,,270
3945232,FFN-4,FFN,FFN,False,False,False,True,L,11637003,60,DAMv12at,172,10,,271
3945246,FB2IN-6,FB2N,FB2N,False,False,False,True,L,19271710,61,DAMv12at,374,34,,272
3945394,MB2IN-207 (Output of Munin left 3) [*DAMv12_lat_l akira] #3945394,unk,unk,False,False,False,True,L,3729504,62,DAMv12at,93,14,,273
3945454,FFN-5,FFN,FFN,False,False,False,True,L,9841469,63,DAMv12_med,126,20,,274
3945756, (DPMm1 3 (Output of Munin)_left) [*DPMm1_l akira] #3945756,unk,unk,False,False,False,True,L,8566140,64,DPMm1,141,36,,275
3946166,MB2IN-206 (Pre-goro3 left) [*DPMl_ant_dor_l akira] #3946166,O_dVNC,O_dVNC,False,False,False,True,L,3620633,65,DPMl_ant_dor,312,46,,276
3946364, (AF6: Munin Output left) [*DPLc_post_lat_l akira] #3946364,unk,unk,False,False,False,True,L,6133702,66,DPLc_postat,112,33,,277
3946432,_WS (WS: from olfactory to Hugin interneuron left) [*BLAd-vm_l akira] #3946432,unk,unk,False,False,False,True,L,2935173,67,BLAd-vm,84,16,,278
3946569, (BLAd ant med 3 neuron left) [*BLAd-vm_l akira] #3946569,unk,unk,False,False,False,True,L,8813113,68,BLAd-vm,76,9,,279
3954014, (22c ORN right) [] #3954014,sens,sens-ORN,False,False,False,False,R,40045,1082,unk,0,47,ORN,280
3958234, (94a & 94b ORN right) [] #3958234,sens,sens-ORN,False,False,False,False,R,3511996,1100,unk,0,57,ORN,281
3963891, (45a ORN right) [] #3963891,sens,sens-ORN,False,False,False,False,R,3716797,1089,unk,0,50,ORN,282
3966683, (AN-R-Sens-B3-ACal-07 (upstream of Multig. Olfactory PN 3) right) [] #3966683,sens,sens-AN,False,False,False,False,R,-1,-1,unk,0,3,AN,283
3979181,MB2ON-39 (ipsigoro left) [*DPMl_ant_ven_l akira] #3979181,O_dVNC,O_dVNC,False,False,False,True,L,5794678,69,DPMl_ant_ven,144,55,,284
3980315, (82a ORN right) [] #3980315,sens,sens-ORN,False,False,False,False,R,3774568,1097,unk,0,53,ORN,285
3985829, (AN-R-Sens-B3-ACal-05 (Non-ORN 1)) [] #3985829,sens,sens-AN,False,False,False,False,R,-1,-1,unk,0,29,AN,286
4017089, (AN-R-Sens-B3-ACal-06 (Degraded? Temp?)) [] #4017089,sens,sens-AN,False,False,False,False,R,-1,-1,unk,0,3,AN,287
4017464, (DALcm12 v ap 11 right) [*DALcm12-v_r akira] #4017464,unk,unk,False,False,False,True,R,7057730,200,DALcm12-v,234,85,,288
4022539,CN-41,MBON,MBON,False,False,False,True,R,17016974,873,DALcm12-m,794,62,,289
4023881, (AN-R-Sens-B3-ACal-04 (Non-ORN 2)) [] #4023881,sens,sens-AN,False,False,False,False,R,-1,-1,unk,0,34,AN,290
4044654, (AN-R-Sens-B3-VM-13) [] #4044654,sens,sens-AN,False,False,False,False,R,-1,-1,unk,0,2,AN,291
4067286,CN-53,unk,unk,False,False,False,True,R,10875625,445,CM13at,225,78,,292
4073353, (13a ORN right) [] #4073353,sens,sens-ORN,False,False,False,False,R,7527710,1080,unk,0,79,ORN,293
4076389, (59a ORN right) [] #4076389,sens,sens-ORN,False,False,False,False,R,6340439,1093,unk,0,37,ORN,294
4097554, (AN-R-Sens-B3-ACpl-10) [] #4097554,sens,sens-AN,False,False,False,False,R,-1,-1,unk,0,5,AN,295
4099900,MB2ON-199 (BLDa b 6_from Another temp PN (ds5th-2) right) [*BLAd-vl_r akira] #4099900,unk,unk,False,False,False,True,R,2439134,13,BLAd-vl,176,56,,296
4101295, (AF8: PDL_right_sibling) [*DPLp_r akira] #4101295,unk,unk,False,False,False,True,R,17776906,1001,DPLp,119,21,,297
4101621,MB2IN-129,unk,unk,False,False,False,True,R,5963873,175,DPLp,163,34,,298
4102413,LH-22 (LH-22 BLVa12 a 11 _right) [*BLP34_r akira] #4102413,unk,unk,False,False,False,True,R,9445876,343,BLP34,153,70,,299
4103336,FB2IN-7,FB2N,FB2N,False,False,False,True,R,12398622,554,BLAd-vl,145,53,,300
4108016,Thermo PN 7 (Upper Looping PN Left - AVM004) [*BAla12_l akira] #4108016,tPN,tPN,False,False,False,True,L,3002410,70,BAla12,100,43,,301
4108720, (AF9: brush right) [*DPLp_r akira] #4108720,unk,unk,False,False,False,True,R,16494105,794,DPLp,99,17,,302
4110483, (BAmv12 descending 1 left) [*BAmv12_ven_l akira] #4110483,O_dVNC,O_dVNC,False,False,False,True,L,17587730,71,BAmv12_ven,53,18,,303
4114133,FB2IN-9,FB2N,FB2N,False,False,False,True,R,15343835,672,CPb,159,94,,304
4116174,FFN-39,O_dSEZ;FFN,O_dSEZ;FFN,False,True,True,True,R,10865025,442,BAmv3,559,0,,305
4117305,KC (KC72) [Lineage MBNB D left] #4117305,KC,KC-1claw,False,False,False,True,L,16720240,72,MBNB D left,31,176,1claw,306
4119387,MB2ON-183,mPN,mPN-olfac,False,False,False,True,R,8276782,268,BAlc post,628,27,olfac,307
4127096, (BLP34 descending 5 right) [*BLP34_r akira] #4127096,unk,unk,False,False,False,True,R,5760480,161,BLP34,54,21,,308
4127707, (PPLV - 2 Right (maybe PVL014c); BLP34 a 7) [*BLP34_r akira] #4127707,unk,unk,False,False,False,True,R,9747418,361,BLP34,94,20,,309
4127905, (BLP34 posterior ventral ipsilateral neuron right) [*BLP34_r akira] #4127905,unk,unk,True,False,False,True,R,5778133,167,BLP34,5,2,,310
4127911, (BLP34 hook 1 right) [*BLP34_r akira] #4127911,unk,unk,True,False,False,True,R,16950321,861,BLP34,18,3,,311
4127926, (BLP34 bilateral 2 right) [*BLP34_r akira] #4127926,unk,unk,False,False,False,True,R,5745110,155,BLP34,96,34,,312
4127938, (BLP34 unpaired right) [*BLP34_r akira] #4127938,unk,unk,False,False,False,True,R,-1,-1,BLP34,13,7,,313
4127944, (BLP34 looper 2 right) [*BLP34_r akira] #4127944,unk,unk,False,False,False,True,R,3819859,45,BLP34,20,8,,314
4128002,MB2ON-158 (Posterior Ventral neuron right) [*BLP34_r akira] #4128002,unk,unk,False,False,False,True,R,5744058,153,BLP34,60,23,,315
4130960, (Local Crescent right) [*BLAd-OL_r akira] #4130960,unk,unk,False,False,False,True,R,16059078,741,BLAd-OL,158,18,,316
4134539,KC (KC no pair) [Lineage MBNB D left] #4134539,KC,KC-3claw,False,False,False,True,L,-1,-1,MBNB D left,32,174,3claw,317
4142619, (DALv23 LAL 3) [*DALv23_r akira] #4142619,unk,unk,False,False,False,True,R,17360404,948,DALv23,120,22,,318
4144377,FB-43,FBN,FBN,False,False,False,True,R,5870071,169,DALv23,164,40,,319
4152020,Multiglomerular PN 6 (from upper looping PN - peptidergic right) [*DPMm2_r akira] #4152020,unk,unk,False,False,False,True,R,11123016,477,DPMm2,55,24,,320
4152272,FB2IN-14,FB2N,FB2N,False,False,False,True,R,8052161,250,DALv23,108,53,,321
4154421,Thermo PN 4 (Lower Looping PN Left - AVM004) [*BAla12_l akira] #4154421,tPN,tPN,False,False,False,True,L,3690921,73,BAla12,115,55,,322
4173633, (DALv23 LAL 5 right) [*DALv23_r akira] #4173633,unk,unk,False,False,False,True,R,18267838,1027,DALv23,74,23,,323
4180774,FB-39,FBN,FBN,False,False,False,True,R,16427492,770,DALv23,91,23,,324
4185530,MB2ON-238 (DALv23 LAL 6 right) [*DALv23_r akira] #4185530,unk,unk,False,False,False,True,R,16856617,846,DALv23,68,34,,325
4188290, (EH left) [unknown lineage] #4188290,O_dVNC,O_dVNC,False,True,True,True,L,5010581,74,unk,106,0,,326
4188325,MB2ON-239 (DALv23 LAL 7 right) [*DALv23_r akira] #4188325,unk,unk,False,False,False,True,R,11468088,498,DALv23,75,29,,327
4190567,FB-33,FBN,FBN,False,False,False,True,R,9251793,329,unk,66,68,,328
4195012,MBON-h1 (MBE13a right) [*DALv23_r akira] #4195012,MBON,MBON,False,True,False,True,R,8338584,271,DALv23,573,0,,329
4199033,FAN-8,FAN,FAN,False,False,False,True,R,4408397,92,CPf,252,112,,330
4201020,FFN-8,FFN,FFN,False,False,False,True,R,9072237,315,unk,83,30,,331
4201555,FB2IN-10,FB2N,FB2N,False,False,False,True,R,9252296,330,unk,48,107,,332
4214582,MB2IN-113,unk,unk,False,False,False,True,R,7053966,197,DALcm12-m,208,38,,333
4215611, (DPMl Sloppy right) [*DPMl_ant_dor_r akira] #4215611,O_dSEZ,O_dSEZ,False,False,False,True,R,17321919,916,DPMl_ant_dor,83,23,,334
4227304,KC (KC10) [Lineage MBNB B right] #4227304,KC,KC-1claw,False,False,False,True,R,-1,-1,MBNB B right,33,165,1claw,335
4227544,KC (KC11) [Lineage MBNB D right] #4227544,KC,KC-4claw,False,False,False,True,R,-1,-1,MBNB D right,66,158,4claw,336
4227831,MB2ON-1 (AC ; DALcm12 m ant med 1_right) [*DALcm12-m_r akira] #4227831,unk,unk,False,False,False,True,R,19175973,1054,DALcm12-m,191,54,,337
4227880,MB2ON-68 (EV_right ) [*CM13_med_r akira] #4227880,unk,unk,False,False,False,True,R,17177419,904,CM13_med,97,32,,338
4228105,MB2ON-67 (ML_right) [*DPMpm2_r akira] #4228105,unk,unk,False,False,False,True,R,10918898,450,DPMpm2,66,28,,339
4228119,MB2IN-114,unk,unk,False,False,False,True,R,5169587,127,DALcm12-m,202,84,,340
4229950,KC (Thermo KC A_Right - Mushroom Body  Left) [Lineage MBNB C right] #4229950,KC,KC-2claw,False,False,False,True,R,8118474,255,MBNB C right,137,250,2claw,341
4230061,KC (KC12) [Lineage MBNB A right] #4230061,KC,KC-1claw,False,False,False,True,R,11725127,513,MBNB A right,51,235,1claw,342
4230739,KC (KC13) [Lineage MBNB A right] #4230739,KC,KC-1claw,False,False,False,True,R,14898816,662,MBNB A right,39,173,1claw,343
4230749,MBON-h2 (MBE13b right) [*DALv23_r akira] #4230749,MBON,MBON,False,True,False,True,R,8798010,291,DALv23,552,0,,344
4234009,MBON-b3 (MBE33 right) [*CPb_r akira] #4234009,MBON,MBON,False,False,False,True,R,16883909,848,CPb,241,50,,345
4234016,FFN-41,FFN,FFN,False,False,False,True,R,16933362,853,DPLal1-3,71,41,,346
4234559,MB2ON-78 (CM13 lat 3_right) [*CM13_lat_r akira] #4234559,unk,unk,False,False,False,True,R,4409374,93,CM13at,114,34,,347
4235139,MBIN-e1 (AVM011f right) [*BAmv12_ven_r akira] #4235139,MBIN,MBIN,False,False,False,True,R,14541927,644,BAmv12_ven,148,75,,348
4241192,KC (KC14) [Lineage MBNB D right] #4241192,KC,KC-1claw,False,False,False,True,R,-1,-1,MBNB D right,49,225,1claw,349
4241237,MBON-d1 (MBE6 right) [*DALcm12-m_r akira] #4241237,MBON,MBON,False,False,False,True,R,7055857,198,DALcm12-m,521,90,,350
4260935,MB2IN-183,tPN,tPN,False,False,False,True,L,3756659,75,BAlc post,101,24,,351
4274518,MB2ON-233 (Brain looper left) [*BAmv12_dor_l akira] #4274518,unk,unk,False,False,False,True,L,19156025,76,BAmv12_dor,76,31,,352
4279887,MB2ON-178 (Chong left) [*BLP12_l akira,unk,unk,False,False,False,True,L,10293348,77,unk,115,32,,353
4311241, (CM4 dor med_r; CM4 dor ant 3 to LAL right) [*CM4-dm_r akira] #4311241,unk,unk,False,False,False,True,R,9961098,372,CM4-dm,26,55,,354
4311586,CN-36,unk,unk,False,True,True,True,R,2628785,18,BAmd2_v,155,0,,355
4319395, (3rd Thermo - to peduncle #1 right) [*DPLc_post_lat_r akira] #4319395,unk,unk,False,False,False,True,R,4778745,114,DPLc_postat,56,19,,356
4324479, (seahorse left) [*BAla34_l akira] #4324479,unk,unk,False,False,False,True,L,19950281,78,BAla34,30,22,,357
4324567, (Lure-1 left) [*BAmv12_dor_l akira] #4324567,unk,unk,False,False,False,True,L,15732509,79,BAmv12_dor,131,14,,358
4324898,mPN,mPN,mPN-olfac,False,False,False,True,R,8480221,280,BAla34,177,11,olfac,359
4327684,FFN-21,mPN;FFN,mPN;FFN-multi,False,False,False,True,R,12225666,530,BAlc post,316,14,multi,360
4337398,FB2IN-13,FB2N,FB2N,False,False,False,True,R,17280216,911,DALv23,115,34,,361
4338596, (MN-L-Sens-B2-ACp-01) [] #4338596,sens,sens-MN,False,False,False,False,L,-1,-1,unk,0,24,MN,362
4346154,MB2ON-170 (DALcm_r right) [*DALcm12-v_r akira] #4346154,unk,unk,False,False,False,True,R,5186443,128,DALcm12-v,55,31,,363
4354933,85c PN (85c PN left) [*BAmv3_l akira] #4354933,uPN,uPN,False,False,False,True,L,14604028,80,BAmv3,144,20,,364
4363883, (v'td_a3l (Abdominal Sensory)) [] #4363883,sens,sens-vtd,False,False,False,False,L,5382876,1105,unk,0,18,vtd,365
4379508, (Output of Hugin left) [*BLDc_l akira] #4379508,unk,unk,False,False,False,True,L,3794023,81,BLDc,85,21,,366
4379603, (DPLl i 2(BLDa b 2 pep) left) [*DPLp_l akira] #4379603,unk,unk,False,False,False,True,L,8307514,82,DPLp,59,39,,367
4381129,MBIN-l1 (MBE19 left) [unknown lineage] #4381129,MBIN,MBIN,False,False,False,True,L,15404207,83,unk,123,158,,368
4381377,DAN-g1 (MBE4f left) [*CPb_l akira] #4381377,MBIN,MBIN-DAN,False,False,False,True,L,10673895,84,CPb,246,345,DAN,369
4390116, (DALv23 LAL 1 right) [*DALv23_r akira] #4390116,unk,unk,False,False,False,True,R,13028455,591,DALv23,63,12,,370
4391317,CN-15,unk,unk,False,False,False,True,L,11826171,85,DPLl,126,28,,371
4391978,MB2IN-151,mPN,mPN-multi,False,False,False,True,R,2612527,17,BAmv3,427,24,multi,372
4393026,MB2IN-174 (SY: Large Fragment Missing Soma_left) [unknown lineage] #4393026,unk,unk,False,False,False,True,L,5585799,86,unk,63,10,,373
4393049,Gustatory PN 4 (non-olfactory PN right) [*BAmv3_r akira] #4393049,unk,unk,False,False,False,True,R,11067379,473,BAmv3,100,28,,374
4393350, (AB right; Timo's Tel-like anterior cell body) [*DALv1_r akira] #4393350,unk,unk,False,True,True,True,R,17360254,942,DALv1,90,0,,375
4398543, (DPLl a 2 left) [*DPLl_l akira] #4398543,unk,unk,False,False,False,True,L,17380092,87,DPLl,60,16,,376
4400767, (DH44 2 left) [*Dilp_l akira] #4400767,unk,unk,False,False,False,True,L,13751194,88,Dilp,71,0,,377
